year,exam_type,city,affiliation,region_name,system_type,department_code,department_name,position_code,position_name,position_desc,exam_category,open_ratio,recruit_count,education,major_requirement,other_requirements,apply_count,competition_ratio,min_entry_score,max_entry_score,max_xingce_score,max_shenlun_score,max_police_score,min_police_score
2026,事业单位,六安市,市,,,,三元镇财政和资产管理服务中心,907008.0,专业技术,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,上土市镇便民服务中心,903035.0,专业技术,结构化面试,社会科学专技类(B类),3,1,大专及以上,"专科：工商管理类（5306）、电子商务类（5307）
本科：工商管理类（1202）、农业经济管理类（1203）、公共管理类（1204）、电子商务类（1208）、旅游管理类（1209）
研究生：专业不限",38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,上土市镇便民服务中心,903036.0,专业技术,结构化面试,自然科学专技类(C类),3,1,大专及以上,"专科：电子信息类（5101）、计算机类（5102）
本科：电子信息类（0807）、计算机类（0809）
研究生：专业不限",38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,上土市镇经济发展和农业农村服务中心,903034.0,专业技术,结构化面试,社会科学专技类(B类),3,1,大专及以上,"专科：财政税务类（5301）
本科：经济学类（0201）、财政学类（0202）、金融学类（0203）
研究生：专业不限",38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,上土市镇综合行政执法大队,903037.0,管理,结构化面试,综合管理类(A类),3,1,大专及以上,"专科：建筑设计类（4401）、城乡规划与管理类（4402）
本科：材料类（0804）、电气类（0806）、土木类（0810）、建筑类（0828）
研究生：专业不限",38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,下属事业单位,905001.0,专业技术岗,"专业测试。
",,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,下属事业单位,905002.0,专业技术岗,"1.专业测试；
2.定向招聘“服务基层项目人员”。",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,下属事业单位,905003.0,专业技术岗,"专业测试。
",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,下属事业单位,905004.0,专业技术岗,"专业测试。
",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,中共六安市裕安区委党校,906001.0,专业技术岗位,专业测试,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,中共六安市裕安区委党校,906002.0,专业技术岗位,专业测试,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,中共舒城县委政策研究中心,904002.0,管理,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,临水镇卫生院,902027.0,专业技术岗,专业测试,医疗卫生类(E类),3,1,大专及以上,,38周岁及以下；具有执业助理医师及以上资格证书,,,,,,,,
2026,事业单位,六安市,市,,,,乌龙镇卫生院,902032.0,专业技术岗,专业测试,医疗卫生类(E类),3,1,大专及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,乡镇下属事业单位,908083.0,专业技术岗,,,3,11,,,,,,,,,,,
2026,事业单位,六安市,市,,,,便民服务中心,908074.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,便民服务中心,908082.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市不动产登记中心,901057.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市不动产登记中心,901058.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市交通建设工程质量监督处,901077.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市交通运输综合行政执法支队,901075.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市交通运输综合行政执法支队,901076.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市交通运输财务管理中心,901078.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市产品质量监督检验所,901098.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市产品质量监督检验所,901099.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,"六安市人大常委会机关信息中心
（市人大常委会预算联网监督中心）",901034.0,管理岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市人才综合服务中心（六安市公共就业服务中心）,901054.0,专业技术岗,"1.专业测试2；
2.定向招聘“服务基层项目”人员",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市住房公积金中心,901031.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市住房公积金中心,901032.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市住房公积金中心,901033.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市住房建设信息中心,901072.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市体育运动学校,901039.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市体育运动学校,901040.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市公路管理局霍山分局,903003.0,专业技术,结构化面试,自然科学专技类(C类),3,2,本科及以上,"本科：土木工程（081001）、道路桥梁与渡河工程（081006T）
研究生：土木工程（0814或085901）",38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,六安市农业科学研究院,901079.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市农业科学研究院,901080.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市农村公共事业服务中心,901082.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市医疗紧急救援中心,901089.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市卫生健康信息中心,901092.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市叶集区生态环境监测站,901067.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市土地储备中心,901056.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市城区自然资源管理中心,901059.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市大数据中心,901114.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市大数据中心,901115.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市妇幼保健计划生育服务中心 （六安市妇幼保健院）,901090.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市妇幼保健计划生育服务中心 （六安市妇幼保健院）,901091.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市学校后勤管理中心,901041.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901105.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901106.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901107.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901108.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901109.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901110.0,管理岗,"1.专业测试2；
2.定向招聘“服务基层项目”人员",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市场监管综合行政执法支队,901111.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市市长热线办公室,901035.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市建筑市场管理服务中心（六安市建设工程造价站）,901070.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市建筑市场管理服务中心（六安市建设工程造价站）,901071.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市建设工程质量安全监督处（六安市建设工程消防审验处）,901068.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市建设工程质量安全监督处（六安市建设工程消防审验处）,901069.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市投资创业中心,901028.0,专业技术岗,"1.专业测试2；
2.从事单位党建、人事和财务工作",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市投资创业中心,901029.0,管理岗,1.专业测试2；2.此岗位经常加班、出差,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市教育科学研究院,901042.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市教育科学研究院,901043.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市教育科学研究院,901044.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市教育科学研究院,901045.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市教育科学研究院,901046.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市文化馆（六安市文艺创作研究室）,901084.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市文物保护中心（皖西博物馆）,901085.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市新闻传媒中心,901003.0,专业技术岗,"1.专业测试2；
2.此岗位需经常赴厂矿、山区等基层一线采访，遇突发状况须随时赶赴现场",,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市新闻传媒中心,901004.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生；
3.此岗位需经常赴厂矿、山区等基层一线采访，遇突发状况须随时赶赴现场",,3,3,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市新闻传媒中心,901005.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生；
3.此岗位需经常出差、值班",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市新闻传媒中心,901006.0,专业技术岗,"1.专业测试2；
2.此岗位需经常赴厂矿、山区等基层一线采访，遇突发状况须随时赶赴现场",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市林业工作总站,901113.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市殡仪馆,901050.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市水利工程建设管理处（六安市治淮指挥部办公室）,901083.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市法律援助中心,901051.0,专业技术岗,专业测试2,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市法律援助中心,901052.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市消费者权益保护委员会秘书处（六安市市场监管服务中心）,901103.0,管理岗,"1.专业测试2；
2.定向招聘“服务基层项目”人员",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市渔业发展中心,901081.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市特种设备监督检验中心,901112.0,专业技术岗,"1.专业测试2；
2.从事现场检验检测工作，经常出差，长期室外登高、有限空间等环境下作业",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市疾病预防控制中心（六安市卫生监督所）,901086.0,专业技术岗,专业测试2,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市疾病预防控制中心（六安市卫生监督所）,901087.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市疾病预防控制中心（六安市卫生监督所）,901088.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市矿山安全服务中心,901096.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市社会保险事业管理中心,901055.0,专业技术岗,"1.专业测试2；
2.主要从事工伤保险医疗待遇审核等工作",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市社会福利院,901047.0,专业技术岗,专业测试1,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市社会福利院,901048.0,专业技术岗,专业测试2,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市社会福利院,901049.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市纪委监委信息中心,901036.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市经济责任审计中心,901097.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市裕安区生态环境监测站,901065.0,专业技术岗,"1.专业测试2；
2.定向招聘“服务基层项目”人员",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市裕安区生态环境监测站,901066.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市计量测试研究所,901104.0,专业技术岗,"1.专业测试2；
2.专项招聘应届毕业生",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市财政局信息中心,901053.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市退役军人服务中心,901095.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市道路运输管理处,901073.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市道路运输管理处,901074.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市重点工程建设管理处,901030.0,专业技术岗,"1.专业测试2；
2.此岗位从事项目管理工作，需要驻点施工现场",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市金安区生态环境监测站,901063.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市霍山县生态环境监测站,901061.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市霍山县生态环境监测站,901062.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市霍邱县生态环境监测站,901060.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市食品药品检验中心,901100.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市食品药品检验中心,901101.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安市食品药品检验中心,901102.0,专业技术岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安开放大学,901037.0,专业技术岗,1.专业测试1；2.此岗位需常年晚间授课,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安开放大学,901038.0,专业技术岗,1.专业测试1；2.此岗位需常年晚间授课,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901018.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任思政教师",,3,4,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901019.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901020.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901021.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901022.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901023.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901024.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901025.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901026.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安技师学院,901027.0,专业技术岗,"1.专业测试1；
2.六安应用科技职业学院（六安校区）专任教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安经济技术开发区为企服务中心,901118.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安经济技术开发区人才和就业服务中心,901116.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安经济技术开发区人才和就业服务中心,901117.0,管理岗,专业测试2,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901007.0,专业技术岗,"1.专业测试1；
2.专职思政教师",,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901008.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901009.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901010.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901011.0,专业技术岗,专业测试1,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,六安职业技术学院,901012.0,管理岗,"1.专业测试1；
2.专职辅导员岗位",,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,冯井镇中心卫生院,902024.0,专业技术岗,专业测试,医疗卫生类(E类),3,1,大专及以上,,38周岁及以下；具有护士资格证书,,,,,,,,
2026,事业单位,六安市,市,,,,区消费者权益保护委员会秘书处,907003.0,综合管理岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,区畜牧水产中心,907001.0,专业技术,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,区红十字会,907002.0,专业技术,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,区融媒体中心,907004.0,专业技术,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,区重点工程管理处,907005.0,专业技术,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,单王乡财政和资产管理服务中心,906031.0,专业技术岗位,专业测试,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,单龙寺镇经济发展和农业农村服务中心,903031.0,专业技术,结构化面试,社会科学专技类(B类),3,1,本科及以上,"本科：会计学（120203K）、财务管理（120204）
研究生：专业不限",38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县不动产登记中心,908033.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县不动产登记中心,908034.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县中小企业服务中心,902004.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县交通运输综合行政执法大队,908037.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县优化营商环境和政务公开服务中心,908024.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县健康促进中心,908049.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县公路管理服务中心,908035.0,专业技术岗,,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县农业技术推广服务中心,908040.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县农业综合行政执法大队,908038.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县农业综合行政执法大队,908039.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县农产品质量安全监测中心,902011.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县农机化技术推广服务站,902012.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县农田建设中心,902010.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县劳动人事争议仲裁院,902007.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下；定向招聘服务基层项目人员,,,,,,,,
2026,事业单位,六安市,市,,,,县医疗保险管理中心,902041.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县医疗保险管理中心,908054.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县卫生计生信息中心,908050.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县图书馆,908046.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县图书馆,908047.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县地方海事处,902009.0,专业技术岗,专业测试,社会科学专技类(B类),3,2,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县地方海事（港航）管理服务中心,908036.0,专业技术岗,,,3,2,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县城乡供水管理总站,902014.0,专业技术岗,专业测试,社会科学专技类(B类),3,2,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县城乡环境卫生管理服务中心,908057.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县城乡规划服务中心,908002.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县城市管理综合行政执法大队,908055.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县城市管理综合行政执法大队,908056.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县委巡察数据中心,902002.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下；中共党员,,,,,,,,
2026,事业单位,六安市,市,,,,县应急管理综合行政执法大队,908051.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县投资审计中心,902039.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县投资审计中心,908048.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县文化市场综合行政执法大队,908044.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县文化市场综合行政执法大队,908045.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县文化旅游体育服务中心,902017.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县文化馆,902016.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县智慧城市管理服务中心,908058.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县林业有害生物防治检疫所,902008.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县森林安全保护中心,908053.0,专业技术岗,,,3,4,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县水利安全生产监督室,902015.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县水利工程质量和农村饮水安全服务中心,908041.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县水土保持委员会办公室,908042.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县河道管理服务中心,908043.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县电子政务中心,902003.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县疾病预防控制中心,902018.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县督查考核评估中心,908028.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县知识产权事业发展中心,902040.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下；学位：学士及以上,,,,,,,,
2026,事业单位,六安市,市,,,,县社会保险基金征缴中心,908032.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县社会工作服务中心,902001.0,管理岗位,专业测试,综合管理类(A类),3,1,本科及以上,,38周岁及以下,,,,,,,,
2026,事业单位,六安市,市,,,,县粮食和物资储备中心,908031.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县纪委监委信息中心,908021.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县纪委监委信息中心,908022.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县纪委监委信息中心,908023.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县统计和普查中心,908052.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县网络安全应急指挥中心,908026.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县老干部服务中心,908025.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县能源管理服务中心,908030.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县融媒体中心,908003.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县融媒体中心,908004.0,专业技术岗,,,3,1,,,,,,,,,,,
2026,事业单位,六安市,市,,,,县行政事业单位国有资产管理中心,902005.0,专业技术岗,专业测试,社会科学专技类(B类),3,1,本科及以上,,38周岁及以下,,,,,,,,
